UTC,Light,°C out,°C in,hPa,RH Air,RH Soil,IAQ
01.01.1970 00:52:30,158,"21,6","22,2",980,38,0,0
01.01.1970 00:52:40,158,"21,6","22,2",980,38,0,0
01.01.1970 00:52:50,158,"21,6","22,2",980,38,0,0
01.01.1970 00:53:00,158,"21,6","22,2",980,38,0,0
01.01.1970 00:53:10,158,"21,6","22,2",980,38,0,0
01.01.1970 00:53:20,158,"21,6","22,2",980,38,0,0
01.01.1970 00:53:30,158,"21,6","22,2",980,38,0,0
01.01.1970 00:53:40,158,"21,6","22,2",980,38,0,0
01.01.1970 00:53:50,158,"21,6","22,2",980,38,0,0
01.01.1970 00:54:00,158,"21,6","22,2",980,38,0,0
01.01.1970 00:54:10,158,"21,6","22,2",980,38,0,0
01.01.1970 00:54:20,158,"21,6","22,2",980,38,0,0
01.01.1970 00:54:30,158,"21,6","22,2",980,38,0,0
01.01.1970 00:54:40,158,"21,6","22,2",980,38,0,0
01.01.1970 00:54:50,158,"21,6","22,2",980,38,0,0
01.01.1970 00:55:00,158,"21,6","22,2",980,38,0,0
01.01.1970 00:55:10,158,"21,6","22,2",980,38,0,0
01.01.1970 00:55:20,158,"21,6","22,2",980,38,0,0
01.01.1970 00:55:30,158,"21,6","22,2",980,38,0,0
01.01.1970 00:55:40,158,"21,6","22,2",980,38,0,0
01.01.1970 00:55:50,158,"21,6","22,2",980,38,0,0
01.01.1970 00:56:00,158,"21,6","22,2",980,38,0,0
01.01.1970 00:56:10,158,"21,6","22,2",980,38,0,0
01.01.1970 00:56:20,158,"21,6","22,2",980,38,0,0
01.01.1970 00:56:30,158,"21,6","22,2",980,38,0,0
01.01.1970 00:56:40,158,"21,6","22,2",980,38,0,0
01.01.1970 00:56:50,158,"21,6","22,2",980,38,0,0
01.01.1970 00:57:00,158,"21,6","22,2",980,38,0,0
01.01.1970 00:57:10,158,"21,6","22,2",980,38,0,0
01.01.1970 00:57:20,158,"21,6","22,2",980,38,0,0
01.01.1970 00:57:30,158,"21,6","22,2",980,38,0,0
01.01.1970 00:57:40,158,"21,6","22,2",980,38,0,0
01.01.1970 00:57:50,158,"21,6","22,2",980,38,0,0
01.01.1970 00:58:00,158,"21,6","22,2",980,38,0,0
01.01.1970 00:58:10,158,"21,6","22,2",980,38,0,0
01.01.1970 00:58:20,158,"21,6","22,2",980,38,0,0
01.01.1970 00:58:30,158,"21,6","22,2",980,38,0,0
01.01.1970 00:58:40,158,"21,6","22,2",980,38,0,0
01.01.1970 00:58:50,158,"21,6","22,2",980,38,0,0
01.01.1970 00:59:00,158,"21,6","22,2",980,38,0,0
01.01.1970 00:59:10,158,"21,6","22,1",980,38,0,0
01.01.1970 00:59:20,158,"21,6","22,1",980,38,0,0
01.01.1970 00:59:30,158,"21,6","22,2",980,38,0,0
01.01.1970 00:59:40,158,"21,6","22,2",980,38,0,0
01.01.1970 00:59:50,158,"21,6","22,1",980,38,0,0
01.01.1970 01:00:00,158,"21,6","22,2",980,38,0,0
01.01.1970 01:00:10,158,"21,6","22,1",980,38,0,0
01.01.1970 01:00:20,158,"21,6","22,1",980,38,0,0
01.01.1970 01:00:30,158,"21,6","22,1",980,38,0,0
01.01.1970 01:00:40,158,"21,6","22,1",980,38,0,0
01.01.1970 01:00:50,158,"21,6","22,1",980,38,0,0
01.01.1970 01:01:00,158,"21,6","22,1",980,38,0,0
01.01.1970 01:01:10,158,"21,6","22,1",980,38,0,0
01.01.1970 01:01:20,158,"21,6","22,1",980,38,0,0
01.01.1970 01:01:30,158,"21,6","22,1",980,38,0,0
01.01.1970 01:01:40,158,"21,6","22,1",980,38,0,0
01.01.1970 01:01:50,158,"21,6","22,1",980,38,0,0
01.01.1970 01:02:00,158,"21,6","22,1",980,38,0,0
01.01.1970 01:02:10,158,"21,6","22,1",980,38,0,0
01.01.1970 01:02:20,158,"21,6","22,1",980,38,0,0
01.01.1970 01:02:30,158,"21,6","22,1",980,38,0,0
01.01.1970 01:02:40,158,"21,6","22,1",980,38,0,0
01.01.1970 01:02:50,158,"21,6","22,1",980,38,0,0
01.01.1970 01:03:00,158,"21,6","22,1",980,38,0,0
01.01.1970 01:03:10,158,"21,6","22,1",980,38,0,0
01.01.1970 01:03:20,158,"21,6","22,1",980,38,0,0
01.01.1970 01:03:30,158,"21,6","22,1",980,38,0,0
